textbox9,textbox2,Textbox34,,,,,,,
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Cuba,0,Anchorage,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Dem. Rep. Congo,42,Anchorage,42,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Dem. Rep. Congo,6,Anchorage,6,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Eritrea,7,Anchorage,7,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Eritrea,8,Anchorage,8,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Ethiopia,2,Anchorage,2,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Ethiopia,2,Anchorage,2,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Iran,1,Anchorage,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Iran,0,Anchorage,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Iraq,22,Anchorage,22,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Iraq,2,Anchorage,2,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Russia,0,Fairbanks,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Russia,1,Fairbanks,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Rwanda,0,Anchorage,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Rwanda,6,Anchorage,6,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Somalia,79,Anchorage,79,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Somalia,46,Anchorage,46,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Sudan,27,Anchorage,27,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Sudan,10,Anchorage,10,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Ukraine,0,Anchorage,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Ukraine,7,Anchorage,3,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Ukraine,0,Wasilla,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Ukraine,7,Wasilla,4,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2014,203,Uzbekistan,0,Anchorage,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Alaska,CY 2015,110,Uzbekistan,1,Anchorage,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Afghanistan,47,Glendale,9,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Afghanistan,37,Glendale,9,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Afghanistan,47,Phoenix,21,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Afghanistan,37,Phoenix,24,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Afghanistan,47,Tucson,17,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Afghanistan,37,Tucson,4,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Bhutan,70,Glendale,14,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Bhutan,61,Glendale,27,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Bhutan,70,Phoenix,30,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Bhutan,61,Phoenix,12,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Bhutan,70,Tucson,26,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Bhutan,61,Tucson,22,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Burma,318,Flagstaff,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Burma,437,Flagstaff,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Burma,318,Glendale,78,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Burma,437,Glendale,213,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Burma,318,Phoenix,232,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Burma,437,Phoenix,212,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Burma,318,Tucson,8,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Burma,437,Tucson,11,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Burundi,11,Glendale,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Burundi,166,Glendale,19,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Burundi,11,Phoenix,9,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Burundi,166,Phoenix,20,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Burundi,11,Tucson,2,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Burundi,166,Tucson,127,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Cameroon,2,Tucson,2,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Cameroon,1,Tucson,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Central African Republic,15,Glendale,6,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Central African Republic,1,Glendale,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Central African Republic,15,Phoenix,5,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Central African Republic,1,Phoenix,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Central African Republic,15,Tucson,4,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Central African Republic,1,Tucson,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Chad,8,Phoenix,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Chad,3,Phoenix,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Chad,8,Tucson,7,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Chad,3,Tucson,3,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",China,0,Glendale,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",China,1,Glendale,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Colombia,17,Glendale,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Colombia,15,Glendale,14,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Colombia,17,Phoenix,6,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Colombia,15,Phoenix,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Colombia,17,Tucson,11,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Colombia,15,Tucson,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Congo,3,Phoenix,3,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Congo,0,Phoenix,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Cuba,79,Glendale,25,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Cuba,36,Glendale,18,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Cuba,79,Phoenix,30,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Cuba,36,Phoenix,12,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Cuba,79,Surprise,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Cuba,36,Surprise,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Cuba,79,Tucson,23,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Cuba,36,Tucson,6,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Dem. Rep. Congo,559,Avondale,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Dem. Rep. Congo,696,Avondale,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Dem. Rep. Congo,559,Glendale,71,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Dem. Rep. Congo,696,Glendale,127,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Dem. Rep. Congo,559,Phoenix,241,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Dem. Rep. Congo,696,Phoenix,279,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Dem. Rep. Congo,559,Tucson,246,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Dem. Rep. Congo,696,Tucson,290,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Equatorial Guinea,0,Tucson,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Equatorial Guinea,2,Tucson,2,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Eritrea,86,Glendale,7,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Eritrea,120,Glendale,17,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Eritrea,86,Phoenix,32,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Eritrea,120,Phoenix,34,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Eritrea,86,Tucson,47,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Eritrea,120,Tucson,69,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Ethiopia,30,Glendale,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Ethiopia,38,Glendale,4,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Ethiopia,30,Phoenix,17,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Ethiopia,38,Phoenix,18,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Ethiopia,30,Tucson,13,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Ethiopia,38,Tucson,16,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iran,51,Chandler,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iran,53,Chandler,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iran,51,Gilbert,3,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iran,53,Gilbert,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iran,51,Glendale,12,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iran,53,Glendale,9,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iran,51,Mesa,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iran,53,Mesa,2,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iran,51,Phoenix,23,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iran,53,Phoenix,31,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iran,51,Scottsdale,6,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iran,53,Scottsdale,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iran,51,Surprise,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iran,53,Surprise,3,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iran,51,Tempe,2,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iran,53,Tempe,4,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iran,51,Tucson,4,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iran,53,Tucson,2,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Avondale,9,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Avondale,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Buckeye,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Buckeye,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Chandler,7,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Chandler,6,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",El Mirage,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,El Mirage,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Gilbert,3,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Gilbert,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Glendale,233,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Glendale,177,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Mesa,10,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Mesa,11,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Peoria,10,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Peoria,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Phoenix,558,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Phoenix,149,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Scottsdale,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Scottsdale,4,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Sierra Vista,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Sierra Vista,5,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Surprise,5,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Surprise,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Tucson,202,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Tucson,89,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Iraq,"1,042",Youngtown,4,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Iraq,442,Youngtown,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Ivory Coast,0,Tucson,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Ivory Coast,1,Tucson,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Liberia,2,Phoenix,2,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Liberia,0,Phoenix,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Pakistan,3,Glendale,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Pakistan,1,Glendale,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Pakistan,3,Phoenix,3,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Pakistan,1,Phoenix,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Palestine,1,Phoenix,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Palestine,9,Phoenix,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Palestine,1,Tucson,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Palestine,9,Tucson,8,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Republic of South Sudan,9,Glendale,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Republic of South Sudan,17,Glendale,14,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Republic of South Sudan,9,Phoenix,9,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Republic of South Sudan,17,Phoenix,3,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Russia,2,Phoenix,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Russia,0,Phoenix,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Russia,2,Tucson,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Russia,0,Tucson,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Rwanda,2,Phoenix,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Rwanda,13,Phoenix,6,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Rwanda,2,Tucson,2,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Rwanda,13,Tucson,7,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Senegal,0,Phoenix,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Senegal,1,Phoenix,1,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Somalia,752,Glendale,76,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Somalia,522,Glendale,130,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Somalia,752,Mesa,1,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Somalia,522,Mesa,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Somalia,752,Phoenix,412,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Somalia,522,Phoenix,256,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Somalia,752,Tempe,5,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Somalia,522,Tempe,0,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Somalia,752,Tucson,258,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Somalia,522,Tucson,136,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Sudan,46,Glendale,0,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Sudan,117,Glendale,5,"66,517"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2014,"3,178",Sudan,46,Phoenix,20,"72,820"
From: 01 Jan 2014,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Sudan,117,Phoenix,27,"66,517"
