textbox9,textbox2,Textbox34,,,,,,,
Nationality(s): All Nationalities,State(s): All States,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.,,,,,,,
,,,,,,,,,
Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iran,"2,275",Woodland Hills,6,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iran,923,Woodland Hills,3,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iran,"2,275",Yorba Linda,2,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iran,923,Yorba Linda,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Anaheim,62,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Anaheim,9,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Antelope,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Antelope,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Apple Valley,9,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Apple Valley,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Buena Park,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Buena Park,3,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Burbank,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Burbank,3,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Burlingame,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Burlingame,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Carmichael,20,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Carmichael,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Ceres,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Ceres,2,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Chula Vista,3,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Chula Vista,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Citrus Heights,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Citrus Heights,4,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Corona,3,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Corona,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Downey,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Downey,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Dublin,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Dublin,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",El Cajon,259,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,El Cajon,67,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",El Cerrito,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,El Cerrito,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Elk Grove,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Elk Grove,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Fountain Valley,7,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Fountain Valley,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Fresno,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Fresno,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Glendale,59,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Glendale,13,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Granada Hills,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Granada Hills,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Granite Bay,8,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Granite Bay,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Inglewood,2,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Inglewood,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Irvine,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Irvine,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",La Mesa,16,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,La Mesa,3,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",La Palma,3,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,La Palma,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",La Verne,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,La Verne,4,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Laguna Niguel,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Laguna Niguel,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Lake Elsinore,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Lake Elsinore,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Lakeside,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Lakeside,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Lawndale,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Lawndale,4,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Long Beach,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Long Beach,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Los Angeles,49,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Los Angeles,7,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Los Gatos,16,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Los Gatos,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Marina,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Marina,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Martinez,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Martinez,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Modesto,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Modesto,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Moreno Valley,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Moreno Valley,3,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Oakland,7,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Oakland,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Palmdale,6,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Palmdale,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Panorama City,3,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Panorama City,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Pasadena,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Pasadena,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Pomona,9,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Pomona,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Ramona,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Ramona,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Rancho Mirage,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Rancho Mirage,2,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Riverbank,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Riverbank,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Riverside,6,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Riverside,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Rolling Hills Estates,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Rolling Hills Estates,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Sacramento,210,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Sacramento,60,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",San Diego,763,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,San Diego,250,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",San Jose,15,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,San Jose,7,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",San Marcos,9,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,San Marcos,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Santa Ana,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Santa Ana,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Santa Clara,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Santa Clara,2,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Santa Monica,7,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Santa Monica,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Santee,8,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Santee,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Spring Valley,19,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Spring Valley,5,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Sunnyvale,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Sunnyvale,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Tracy,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Tracy,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Turlock,36,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Turlock,3,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Vacaville,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Vacaville,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Vista,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Vista,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Walnut Creek,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Walnut Creek,2,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Iraq,"1,697",Woodland Hills,6,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Iraq,460,Woodland Hills,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Ivory Coast,0,San Diego,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Ivory Coast,1,San Diego,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Jordan,1,San Diego,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Jordan,1,San Diego,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Jordan,1,Santa Ana,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Jordan,1,Santa Ana,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Kazakhstan,18,Canoga Park,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Kazakhstan,5,Canoga Park,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Kazakhstan,18,Carmichael,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Kazakhstan,5,Carmichael,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Kazakhstan,18,Sacramento,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Kazakhstan,5,Sacramento,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Kazakhstan,18,San Diego,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Kazakhstan,5,San Diego,5,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Kazakhstan,18,West Sacramento,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Kazakhstan,5,West Sacramento,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Kenya,0,San Diego,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Kenya,2,San Diego,2,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921","Korea, North",4,Glendale,3,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101","Korea, North",0,Glendale,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921","Korea, North",4,San Jose,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101","Korea, North",0,San Jose,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Kyrgyzstan,5,Fair Oaks,3,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Kyrgyzstan,0,Fair Oaks,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Kyrgyzstan,5,Sacramento,2,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Kyrgyzstan,0,Sacramento,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Latvia,5,Los Angeles,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Latvia,0,Los Angeles,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Antelope,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Antelope,6,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Carmichael,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Carmichael,14,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Citrus Heights,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Citrus Heights,4,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,El Cajon,2,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,El Cajon,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Fair Oaks,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Fair Oaks,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Foresthill,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Foresthill,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Glendale,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Glendale,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Los Angeles,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Los Angeles,4,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,North Highlands,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,North Highlands,6,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Rancho Cordova,34,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Rancho Cordova,22,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Roseville,7,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Roseville,3,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,Sacramento,41,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,Sacramento,36,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Moldova,106,West Sacramento,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Moldova,101,West Sacramento,6,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Pakistan,5,Montclair,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Pakistan,15,Montclair,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Pakistan,5,Sacramento,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Pakistan,15,Sacramento,4,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Pakistan,5,San Diego,3,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Pakistan,15,San Diego,6,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Pakistan,5,San Jose,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Pakistan,15,San Jose,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Pakistan,5,Turlock,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Pakistan,15,Turlock,5,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Palestine,1,Anaheim,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Palestine,2,Anaheim,2,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Palestine,1,Sacramento,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Palestine,2,Sacramento,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Antelope,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Antelope,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Burbank,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Burbank,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Carmichael,8,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Carmichael,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Citrus Heights,15,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Citrus Heights,4,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Corning,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Corning,1,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Elk Grove,4,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Elk Grove,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Fair Oaks,5,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Fair Oaks,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Glendale,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Glendale,8,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Los Gatos,7,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Los Gatos,4,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Oakland,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Oakland,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Rancho Cordova,3,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Rancho Cordova,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Roseville,7,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Roseville,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Sacramento,83,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Sacramento,25,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,San Diego,2,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,San Diego,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,San Francisco,1,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,San Francisco,0,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,Walnut Creek,3,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,Walnut Creek,10,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Russia,150,West Sacramento,9,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Russia,62,West Sacramento,10,"33,368"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2016,"8,921",Rwanda,0,San Diego,0,"96,874"
From: 01 Jan 2016,To: 31 Dec 2017,California,CY 2017,"3,101",Rwanda,6,San Diego,6,"33,368"
