textbox9,textbox2,Textbox34,,,,,,,
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Burundi,23,Glendale,3,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Burundi,0,Glendale,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Burundi,23,Tolleson,8,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Burundi,0,Tolleson,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Burundi,23,Tucson,12,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Burundi,0,Tucson,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Central African Republic,11,Tucson,11,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Central African Republic,1,Tucson,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Colombia,5,Tucson,5,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Colombia,0,Tucson,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Congo,1,Phoenix,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Congo,0,Phoenix,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Dem. Rep. Congo,643,Chandler,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Dem. Rep. Congo,203,Chandler,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Dem. Rep. Congo,643,Glendale,210,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Dem. Rep. Congo,203,Glendale,92,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Dem. Rep. Congo,643,Phoenix,252,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Dem. Rep. Congo,203,Phoenix,40,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Dem. Rep. Congo,643,Tucson,180,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Dem. Rep. Congo,203,Tucson,71,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Egypt,0,Phoenix,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Egypt,1,Phoenix,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Eritrea,90,Glendale,22,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Eritrea,34,Glendale,10,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Eritrea,90,Phoenix,48,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Eritrea,34,Phoenix,6,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Eritrea,90,Tucson,20,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Eritrea,34,Tucson,18,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Ethiopia,31,Glendale,10,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Ethiopia,0,Glendale,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Ethiopia,31,Phoenix,20,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Ethiopia,0,Phoenix,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Ethiopia,31,Tucson,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Ethiopia,0,Tucson,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Guinea,2,Phoenix,2,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Guinea,0,Phoenix,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Iran,0,Phoenix,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Iran,4,Phoenix,4,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Iraq,0,Peoria,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Iraq,4,Peoria,3,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Iraq,0,Phoenix,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Iraq,4,Phoenix,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Ivory Coast,1,Phoenix,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Ivory Coast,0,Phoenix,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Jordan,1,Tucson,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Jordan,0,Tucson,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Liberia,1,Phoenix,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Liberia,0,Phoenix,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Moldova,1,Glendale,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Moldova,0,Glendale,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Pakistan,47,Glendale,21,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Pakistan,0,Glendale,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Pakistan,47,Phoenix,4,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Pakistan,0,Phoenix,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Pakistan,47,Tucson,22,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Pakistan,0,Tucson,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Rwanda,17,Glendale,13,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Rwanda,1,Glendale,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Rwanda,17,Phoenix,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Rwanda,1,Phoenix,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Rwanda,17,Tucson,3,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Rwanda,1,Tucson,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Senegal,1,Phoenix,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Senegal,0,Phoenix,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Somalia,5,Glendale,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Somalia,2,Glendale,2,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Somalia,5,Phoenix,5,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Somalia,2,Phoenix,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Sudan,2,Tucson,2,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Sudan,4,Tucson,4,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Syria,0,Glendale,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Syria,15,Glendale,4,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Syria,0,Phoenix,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Syria,15,Phoenix,3,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",Syria,0,Tucson,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,Syria,15,Tucson,8,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2018,"1,054",United Arab Emirates,0,Glendale,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arizona,CY 2019,317,United Arab Emirates,1,Glendale,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2018,71,Dem. Rep. Congo,43,Fayetteville,43,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2019,12,Dem. Rep. Congo,12,Fayetteville,12,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2018,71,El Salvador,15,Fayetteville,15,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2019,12,El Salvador,0,Fayetteville,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2018,71,Honduras,1,Fayetteville,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2019,12,Honduras,0,Fayetteville,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2018,71,Rwanda,4,Fayetteville,4,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2019,12,Rwanda,0,Fayetteville,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2018,71,Ukraine,8,Fayetteville,8,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,Arkansas,CY 2019,12,Ukraine,0,Fayetteville,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,Carmichael,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,Carmichael,11,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,El Cajon,3,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,El Cajon,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,Fullerton,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,Fullerton,2,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,Glendale,2,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,Glendale,7,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,Los Gatos,4,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,Los Gatos,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,Oakland,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,Oakland,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,Sacramento,48,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,Sacramento,21,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,San Diego,47,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,San Diego,11,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,San Jose,5,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,San Jose,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,Turlock,56,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,Turlock,8,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Afghanistan,166,Walnut Creek,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Afghanistan,63,Walnut Creek,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Armenia,31,Glendale,9,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Armenia,1,Glendale,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Armenia,31,Los Angeles,3,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Armenia,1,Los Angeles,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Armenia,31,Rancho Cordova,9,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Armenia,1,Rancho Cordova,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Armenia,31,Sacramento,10,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Armenia,1,Sacramento,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Azerbaijan,2,Walnut Creek,2,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Azerbaijan,0,Walnut Creek,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Belarus,42,Antelope,20,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Belarus,5,Antelope,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Belarus,42,Citrus Heights,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Belarus,5,Citrus Heights,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Belarus,42,North Highlands,5,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Belarus,5,North Highlands,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Belarus,42,Rancho Cordova,8,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Belarus,5,Rancho Cordova,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Belarus,42,Sacramento,8,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Belarus,5,Sacramento,4,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Belarus,42,Walnut Creek,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Belarus,5,Walnut Creek,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Burma,36,Citrus Heights,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Burma,21,Citrus Heights,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Burma,36,Daly City,2,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Burma,21,Daly City,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Burma,36,Fullerton,2,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Burma,21,Fullerton,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Burma,36,Glendale,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Burma,21,Glendale,4,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Burma,36,Los Angeles,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Burma,21,Los Angeles,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Burma,36,Oakland,11,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Burma,21,Oakland,1,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Burma,36,San Diego,18,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Burma,21,San Diego,15,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Burma,36,San Jose,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Burma,21,San Jose,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Burundi,1,San Diego,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Burundi,4,San Diego,4,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Central African Republic,13,San Diego,13,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Central African Republic,0,San Diego,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Colombia,2,Glendale,2,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Colombia,4,Glendale,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Colombia,2,San Diego,0,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Colombia,4,San Diego,4,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Dem. Rep. Congo,148,Glendale,5,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Dem. Rep. Congo,56,Glendale,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Dem. Rep. Congo,148,Lakeside,4,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Dem. Rep. Congo,56,Lakeside,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Dem. Rep. Congo,148,Los Angeles,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Dem. Rep. Congo,56,Los Angeles,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Dem. Rep. Congo,148,San Diego,132,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Dem. Rep. Congo,56,San Diego,56,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",Dem. Rep. Congo,148,San Jose,6,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,Dem. Rep. Congo,56,San Jose,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Bakersfield,6,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Bakersfield,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Bell Gardens,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Bell Gardens,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Canoga Park,3,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Canoga Park,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Chino,3,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Chino,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Colton,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Colton,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Compton,7,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Compton,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Fontana,2,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Fontana,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Glendale,17,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Glendale,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Hacienda Heights,3,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Hacienda Heights,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Long Beach,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Long Beach,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Los Angeles,55,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Los Angeles,2,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Lynwood,1,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Lynwood,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Mendota,8,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Mendota,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Norwalk,3,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Norwalk,0,"8,135"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2018,"1,432",El Salvador,183,Oakland,26,"22,874"
From: 01 Jan 2018,To: 31 Dec 2019,California,CY 2019,464,El Salvador,11,Oakland,4,"8,135"
