textbox9,textbox2,Textbox34,,,,,,,
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Afghanistan,22,Glendale,1,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Afghanistan,85,Peoria,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Afghanistan,22,Peoria,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Afghanistan,85,Phoenix,59,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Afghanistan,22,Phoenix,21,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Afghanistan,85,Scottsdale,6,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Afghanistan,22,Scottsdale,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Afghanistan,85,Sun City,4,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Afghanistan,22,Sun City,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Afghanistan,85,Tucson,11,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Afghanistan,22,Tucson,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Angola,3,Phoenix,3,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Angola,0,Phoenix,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burma,113,Gilbert,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burma,590,Gilbert,7,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burma,113,Glendale,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burma,590,Glendale,4,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burma,113,Phoenix,103,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burma,590,Phoenix,567,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burma,113,Scottsdale,4,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burma,590,Scottsdale,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burma,113,Sun City,6,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burma,590,Sun City,6,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burma,113,Tucson,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burma,590,Tucson,6,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burundi,53,Fountain Hills,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burundi,389,Fountain Hills,6,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burundi,53,Mesa,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burundi,389,Mesa,8,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burundi,53,Phoenix,50,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burundi,389,Phoenix,236,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burundi,53,Sun City,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burundi,389,Sun City,1,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Burundi,53,Tucson,3,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Burundi,389,Tucson,138,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Cameroon,1,Phoenix,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Cameroon,0,Phoenix,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Central African Republic,0,Tucson,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Central African Republic,2,Tucson,2,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Chad,0,Tucson,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Chad,4,Tucson,4,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",China,0,Phoenix,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",China,7,Phoenix,7,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Colombia,5,Phoenix,5,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Colombia,8,Phoenix,8,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Congo,11,Phoenix,11,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Congo,3,Phoenix,3,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Cuba,91,Chandler,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Cuba,85,Chandler,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Cuba,91,Gilbert,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Cuba,85,Gilbert,3,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Cuba,91,Glendale,2,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Cuba,85,Glendale,5,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Cuba,91,Phoenix,61,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Cuba,85,Phoenix,54,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Cuba,91,Scottsdale,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Cuba,85,Scottsdale,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Cuba,91,Tucson,26,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Cuba,85,Tucson,23,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Dem. Rep. Congo,11,Glendale,10,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Dem. Rep. Congo,60,Glendale,1,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Dem. Rep. Congo,11,Mesa,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Dem. Rep. Congo,60,Mesa,6,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Dem. Rep. Congo,11,Peoria,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Dem. Rep. Congo,60,Peoria,2,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Dem. Rep. Congo,11,Phoenix,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Dem. Rep. Congo,60,Phoenix,31,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Dem. Rep. Congo,11,Tucson,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Dem. Rep. Congo,60,Tucson,20,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Equatorial Guinea,12,Tucson,12,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Equatorial Guinea,0,Tucson,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Eritrea,7,Mesa,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Eritrea,74,Mesa,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Eritrea,7,Phoenix,6,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Eritrea,74,Phoenix,59,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Eritrea,7,Tucson,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Eritrea,74,Tucson,15,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Ethiopia,23,Glendale,4,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Ethiopia,14,Glendale,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Ethiopia,23,Mesa,2,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Ethiopia,14,Mesa,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Ethiopia,23,Phoenix,13,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Ethiopia,14,Phoenix,10,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Ethiopia,23,Tucson,4,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Ethiopia,14,Tucson,4,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Anthem,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Anthem,1,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Casa Grande,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Casa Grande,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Chandler,6,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Chandler,11,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Gilbert,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Gilbert,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Glendale,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Glendale,1,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Laveen,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Laveen,6,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Mesa,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Mesa,10,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Phoenix,32,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Phoenix,53,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Scottsdale,14,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Scottsdale,5,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Sun City,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Sun City,2,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Tucson,5,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Tucson,7,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Wickenburg,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Wickenburg,1,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iran,65,Yuma,4,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iran,105,Yuma,8,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Anthem,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Anthem,14,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Bullhead City,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Bullhead City,3,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Gilbert,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Gilbert,5,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Glendale,3,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Glendale,4,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Maricopa,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Maricopa,6,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Mesa,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Mesa,1,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Peoria,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Peoria,8,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Phoenix,10,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Phoenix,115,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Scottsdale,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Scottsdale,4,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Surprise,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Surprise,6,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Tucson,9,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Tucson,75,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Iraq,22,Youngtown,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Iraq,251,Youngtown,10,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Ivory Coast,1,Phoenix,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Ivory Coast,1,Phoenix,1,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Liberia,97,Glendale,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Liberia,60,Glendale,5,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Liberia,97,Grandon,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Liberia,60,Grandon,2,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Liberia,97,Phoenix,65,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Liberia,60,Phoenix,51,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Liberia,97,Scottsdale,14,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Liberia,60,Scottsdale,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Liberia,97,Tucson,17,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Liberia,60,Tucson,2,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Nigeria,0,Phoenix,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Nigeria,1,Phoenix,1,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Russia,221,Paradise Valley,3,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Russia,23,Paradise Valley,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Russia,221,Phoenix,65,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Russia,23,Phoenix,5,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Russia,221,Sun City,4,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Russia,23,Sun City,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Russia,221,Tucson,149,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Russia,23,Tucson,18,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Rwanda,0,Phoenix,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Rwanda,12,Phoenix,10,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Rwanda,0,Tucson,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Rwanda,12,Tucson,2,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Sierra Leone,5,El Mirage,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Sierra Leone,9,El Mirage,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Sierra Leone,5,Glendale,0,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Sierra Leone,9,Glendale,4,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Sierra Leone,5,Phoenix,3,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Sierra Leone,9,Phoenix,5,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Sierra Leone,5,Tucson,1,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Sierra Leone,9,Tucson,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Somalia,326,Chandler,5,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Somalia,253,Chandler,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Somalia,326,Mesa,7,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Somalia,253,Mesa,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Somalia,326,Phoenix,166,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Somalia,253,Phoenix,152,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Somalia,326,Scottsdale,5,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Somalia,253,Scottsdale,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Somalia,326,Tempe,24,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Somalia,253,Tempe,3,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Somalia,326,Tucson,119,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Somalia,253,Tucson,98,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Sudan,183,Avondale,2,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Sudan,19,Avondale,0,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Sudan,183,Glendale,19,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Sudan,19,Glendale,3,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Sudan,183,Phoenix,102,"39,552"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2007,"2,024",Sudan,19,Phoenix,14,"47,753"
From: 01 Jan 2006,To: 31 Dec 2007,Arizona,CY 2006,"1,439",Sudan,183,Scottsdale,0,"39,552"
