textbox9,textbox2,Textbox34,,,,,,,
From: 01 Jan 2008,To: 31 Dec 2009,Alabama,CY 2009,211,Somalia,5,Mobile,5,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alabama,CY 2008,165,Sudan,0,Mobile,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alabama,CY 2009,211,Sudan,7,Mobile,7,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alabama,CY 2008,165,Ukraine,0,Birmingham,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alabama,CY 2009,211,Ukraine,1,Birmingham,1,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alabama,CY 2008,165,Vietnam,9,Mobile,9,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alabama,CY 2009,211,Vietnam,20,Mobile,20,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Bhutan,0,Anchorage,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Bhutan,58,Anchorage,58,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Dem. Rep. Congo,24,Anchorage,24,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Dem. Rep. Congo,2,Anchorage,2,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Georgia,6,Anchorage,6,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Georgia,0,Anchorage,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Iran,0,Anchorage,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Iran,4,Anchorage,4,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Iraq,2,Anchorage,2,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Iraq,0,Anchorage,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Russia,3,Wasilla,3,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Russia,0,Wasilla,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Somalia,1,Anchorage,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Somalia,15,Anchorage,15,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Sudan,33,Anchorage,33,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Sudan,14,Anchorage,14,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Togo,7,Anchorage,7,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Togo,0,Anchorage,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2008,85,Ukraine,9,Palmer,9,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Alaska,CY 2009,93,Ukraine,0,Palmer,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Afghanistan,81,Phoenix,52,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Afghanistan,36,Phoenix,28,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Afghanistan,81,Tucson,29,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Afghanistan,36,Tucson,8,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Angola,0,Phoenix,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Angola,3,Phoenix,3,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Azerbaijan,0,Phoenix,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Azerbaijan,3,Phoenix,3,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Bhutan,393,Glendale,46,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Bhutan,"1,009",Glendale,36,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Bhutan,393,Phoenix,179,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Bhutan,"1,009",Phoenix,509,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Bhutan,393,Tucson,168,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Bhutan,"1,009",Tucson,464,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burma,820,Gilbert,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burma,968,Gilbert,11,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burma,820,Glendale,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burma,968,Glendale,3,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burma,820,Mesa,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burma,968,Mesa,10,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burma,820,Peoria,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burma,968,Peoria,1,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burma,820,Phoenix,752,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burma,968,Phoenix,915,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burma,820,Scottsdale,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burma,968,Scottsdale,16,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burma,820,Tempe,9,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burma,968,Tempe,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burma,820,Tucson,59,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burma,968,Tucson,12,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burundi,200,Phoenix,140,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burundi,39,Phoenix,19,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Burundi,200,Tucson,60,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Burundi,39,Tucson,20,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Cameroon,0,Phoenix,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Cameroon,1,Phoenix,1,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Central African Republic,14,Phoenix,5,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Central African Republic,0,Phoenix,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Central African Republic,14,Tucson,9,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Central African Republic,0,Tucson,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Chad,3,Phoenix,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Chad,6,Phoenix,6,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Chad,3,Tucson,3,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Chad,6,Tucson,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",China,1,Phoenix,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",China,9,Phoenix,9,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Colombia,4,Phoenix,4,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Colombia,2,Phoenix,1,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Colombia,4,Tucson,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Colombia,2,Tucson,1,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Congo,13,Phoenix,5,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Congo,27,Phoenix,15,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Congo,13,Tucson,8,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Congo,27,Tucson,12,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Cuba,144,Glendale,11,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Cuba,109,Glendale,8,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Cuba,144,Phoenix,101,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Cuba,109,Phoenix,55,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Cuba,144,Tucson,32,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Cuba,109,Tucson,46,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Dem. Rep. Congo,72,Peoria,2,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Dem. Rep. Congo,113,Peoria,3,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Dem. Rep. Congo,72,Phoenix,35,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Dem. Rep. Congo,113,Phoenix,59,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Dem. Rep. Congo,72,Tempe,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Dem. Rep. Congo,113,Tempe,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Dem. Rep. Congo,72,Tucson,34,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Dem. Rep. Congo,113,Tucson,51,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Egypt,1,Phoenix,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Egypt,7,Phoenix,7,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Egypt,1,Tucson,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Egypt,7,Tucson,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Eritrea,18,Cave Creek,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Eritrea,192,Cave Creek,4,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Eritrea,18,Phoenix,17,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Eritrea,192,Phoenix,128,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Eritrea,18,Tucson,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Eritrea,192,Tucson,60,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Ethiopia,7,Mesa,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Ethiopia,11,Mesa,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Ethiopia,7,Phoenix,5,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Ethiopia,11,Phoenix,5,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Ethiopia,7,Tucson,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Ethiopia,11,Tucson,6,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Avondale,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Avondale,4,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Casa Grande,2,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Casa Grande,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Chandler,2,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Chandler,3,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Gilbert,6,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Gilbert,5,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Laveen,2,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Laveen,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Mesa,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Mesa,18,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Peoria,2,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Peoria,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Phoenix,39,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Phoenix,62,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Scottsdale,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Scottsdale,8,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Tempe,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Tempe,1,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Tolleson,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Tolleson,2,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Tucson,12,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Tucson,3,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iran,69,Wickenburg,1,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iran,106,Wickenburg,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Anthem,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Anthem,10,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Avondale,4,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Avondale,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Cave Creek,3,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Cave Creek,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Chandler,11,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Chandler,12,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",El Mirage,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",El Mirage,9,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Fountain Hills,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Fountain Hills,2,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Gilbert,3,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Gilbert,24,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Glendale,94,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Glendale,131,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Guadalupe,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Guadalupe,3,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Kingman,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Kingman,2,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Litchfield Park,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Litchfield Park,2,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Maricopa,9,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Maricopa,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Mesa,15,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Mesa,8,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Peoria,41,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Peoria,17,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Phoenix,579,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Phoenix,742,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Queen Creek,14,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Queen Creek,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Sahuarita,5,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Sahuarita,0,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Scottsdale,25,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Scottsdale,35,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Sun City,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Sun City,5,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Surprise,64,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Surprise,32,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Tempe,3,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Tempe,7,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Tolleson,5,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Tolleson,12,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Tonopah,0,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Tonopah,4,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Tucson,327,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Tucson,300,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Iraq,"1,215",Youngtown,13,"64,733"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2009,"4,543",Iraq,"1,381",Youngtown,24,"79,942"
From: 01 Jan 2008,To: 31 Dec 2009,Arizona,CY 2008,"3,392",Ivory Coast,0,Phoenix,0,"64,733"
