textbox9,textbox2,Textbox34,,,,,,,
From: 01 Jan 2004,To: 31 Dec 2005,Alaska,CY 2005,67,Russia,10,Wasilla,10,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Alaska,CY 2004,56,Ukraine,15,Anchorage,5,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Alaska,CY 2005,67,Ukraine,3,Anchorage,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Alaska,CY 2004,56,Ukraine,15,Delta Junction,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Alaska,CY 2005,67,Ukraine,3,Delta Junction,3,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Alaska,CY 2004,56,Ukraine,15,Wasilla,10,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Alaska,CY 2005,67,Ukraine,3,Wasilla,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Alaska,CY 2004,56,Uzbekistan,10,Delta Junction,10,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Alaska,CY 2005,67,Uzbekistan,0,Delta Junction,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Afghanistan,52,Gilbert,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Gilbert,3,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Afghanistan,52,Glendale,3,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Glendale,19,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Afghanistan,52,Peoria,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Peoria,1,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Afghanistan,52,Phoenix,28,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Phoenix,92,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Afghanistan,52,Scottsdale,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Scottsdale,6,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Afghanistan,52,Tucson,21,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Tucson,21,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Angola,2,Phoenix,2,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Angola,5,Phoenix,5,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Azerbaijan,3,Phoenix,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Azerbaijan,8,Phoenix,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Azerbaijan,3,Scottsdale,2,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Azerbaijan,8,Scottsdale,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Azerbaijan,3,Sun City,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Azerbaijan,8,Sun City,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Azerbaijan,3,Tucson,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Azerbaijan,8,Tucson,4,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Belarus,5,Tucson,5,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Belarus,0,Tucson,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Bosnia and Herzegovina,12,Phoenix,12,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Bosnia and Herzegovina,2,Phoenix,1,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Bosnia and Herzegovina,12,Tucson,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Bosnia and Herzegovina,2,Tucson,1,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Burma,53,Phoenix,42,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Burma,65,Phoenix,65,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Burma,53,Tucson,11,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Burma,65,Tucson,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Burundi,30,Peoria,9,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Burundi,8,Peoria,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Burundi,30,Phoenix,16,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Burundi,8,Phoenix,8,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Burundi,30,Tucson,5,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Burundi,8,Tucson,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Central African Republic,4,Phoenix,4,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Central African Republic,0,Phoenix,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Colombia,56,Phoenix,56,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Colombia,12,Phoenix,12,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Congo,7,Phoenix,7,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Congo,0,Phoenix,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Croatia,8,Phoenix,8,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Croatia,0,Phoenix,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Cuba,148,Chandler,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Cuba,285,Chandler,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Cuba,148,Glendale,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Cuba,285,Glendale,14,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Cuba,148,Phoenix,135,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Cuba,285,Phoenix,205,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Cuba,148,Scottsdale,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Cuba,285,Scottsdale,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Cuba,148,Tucson,11,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Cuba,285,Tucson,64,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Dem. Rep. Congo,65,Phoenix,64,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Dem. Rep. Congo,33,Phoenix,31,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Dem. Rep. Congo,65,Tucson,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Dem. Rep. Congo,33,Tucson,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Equatorial Guinea,0,Tucson,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Equatorial Guinea,8,Tucson,8,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Eritrea,1,Phoenix,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Eritrea,25,Phoenix,13,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Eritrea,1,Scottsdale,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Eritrea,25,Scottsdale,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Eritrea,1,Tucson,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Eritrea,25,Tucson,10,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Ethiopia,40,Mesa,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Ethiopia,78,Mesa,4,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Ethiopia,40,Phoenix,31,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Ethiopia,78,Phoenix,43,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Ethiopia,40,Scottsdale,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Ethiopia,78,Scottsdale,1,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Ethiopia,40,Tucson,9,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Ethiopia,78,Tucson,30,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Georgia,3,Tucson,3,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Georgia,0,Tucson,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iran,53,Buckeye,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iran,56,Buckeye,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iran,53,Chandler,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iran,56,Chandler,3,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iran,53,Glendale,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iran,56,Glendale,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iran,53,Mesa,7,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iran,56,Mesa,1,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iran,53,Peoria,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iran,56,Peoria,1,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iran,53,Phoenix,24,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iran,56,Phoenix,22,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iran,53,Scottsdale,10,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iran,56,Scottsdale,15,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iran,53,Tucson,10,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iran,56,Tucson,12,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iran,53,Wickenburg,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iran,56,Wickenburg,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iraq,5,Glendale,4,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iraq,27,Glendale,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iraq,5,Peoria,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iraq,27,Peoria,4,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iraq,5,Phoenix,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iraq,27,Phoenix,10,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Iraq,5,Tucson,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Iraq,27,Tucson,11,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Ivory Coast,0,Phoenix,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Ivory Coast,1,Phoenix,1,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Kenya,1,Phoenix,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Kenya,0,Phoenix,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Liberia,474,Glendale,9,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Liberia,180,Glendale,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Liberia,474,Phoenix,356,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Liberia,180,Phoenix,139,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Liberia,474,Scottsdale,2,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Liberia,180,Scottsdale,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Liberia,474,Tucson,107,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Liberia,180,Tucson,39,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Nigeria,9,Phoenix,9,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Nigeria,0,Phoenix,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Russia,6,Glendale,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Russia,389,Glendale,3,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Russia,6,Phoenix,4,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Russia,389,Phoenix,197,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Russia,6,Tucson,2,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Russia,389,Tucson,189,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Rwanda,5,Glendale,3,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Rwanda,8,Glendale,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Rwanda,5,Phoenix,2,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Rwanda,8,Phoenix,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Rwanda,5,Tucson,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Rwanda,8,Tucson,6,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Serbia,4,Phoenix,4,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Serbia,2,Phoenix,2,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Sierra Leone,32,Glendale,3,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Sierra Leone,9,Glendale,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Sierra Leone,32,Phoenix,29,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Sierra Leone,9,Phoenix,9,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Somalia,778,Gilbert,8,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Somalia,412,Gilbert,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Somalia,778,Glendale,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Somalia,412,Glendale,20,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Somalia,778,Mesa,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Somalia,412,Mesa,6,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Somalia,778,Paradise Valley,4,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Somalia,412,Paradise Valley,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Somalia,778,Phoenix,429,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Somalia,412,Phoenix,289,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Somalia,778,Scottsdale,15,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Somalia,412,Scottsdale,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Somalia,778,Tempe,4,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Somalia,412,Tempe,8,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Somalia,778,Tucson,318,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Somalia,412,Tucson,89,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Sudan,213,Glendale,20,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Sudan,151,Glendale,23,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Sudan,213,Phoenix,133,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Sudan,151,Phoenix,78,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Sudan,213,Scottsdale,4,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Sudan,151,Scottsdale,4,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Sudan,213,Tempe,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Sudan,151,Tempe,6,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Sudan,213,Tucson,56,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Sudan,151,Tucson,40,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Togo,1,Phoenix,1,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Togo,5,Phoenix,5,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Ukraine,0,Tucson,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Ukraine,3,Tucson,3,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Uzbekistan,0,Tucson,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Uzbekistan,13,Tucson,13,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Vietnam,12,Chandler,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Vietnam,60,Chandler,8,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Vietnam,12,Glendale,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Vietnam,60,Glendale,1,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Vietnam,12,Mesa,4,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Vietnam,60,Mesa,0,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Vietnam,12,Peoria,0,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Vietnam,60,Peoria,6,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Vietnam,12,Phoenix,6,"56,342"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Vietnam,60,Phoenix,31,"51,897"
From: 01 Jan 2004,To: 31 Dec 2005,Arizona,CY 2004,"2,087",Vietnam,12,Surprise,0,"56,342"
