textbox9,textbox2,Textbox34,,,,,,,
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2013,89,Ethiopia,0,Anchorage,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2012,97,Iraq,5,Anchorage,5,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2013,89,Iraq,4,Anchorage,3,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2012,97,Iraq,5,Jber,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2013,89,Iraq,4,Jber,1,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2012,97,Somalia,25,Anchorage,25,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2013,89,Somalia,22,Anchorage,22,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2012,97,Sudan,22,Anchorage,22,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2013,89,Sudan,39,Anchorage,39,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2012,97,Uzbekistan,6,Anchorage,6,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Alaska,CY 2013,89,Uzbekistan,0,Anchorage,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Afghanistan,19,Peoria,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Afghanistan,53,Peoria,1,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Afghanistan,19,Phoenix,14,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Afghanistan,53,Phoenix,39,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Afghanistan,19,Tucson,5,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Afghanistan,53,Tucson,13,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Bhutan,351,Glendale,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Bhutan,148,Glendale,5,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Bhutan,351,Phoenix,203,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Bhutan,148,Phoenix,65,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Bhutan,351,Tucson,148,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Bhutan,148,Tucson,78,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Burma,331,Glendale,19,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Burma,293,Glendale,4,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Burma,331,Peoria,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Burma,293,Peoria,1,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Burma,331,Phoenix,298,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Burma,293,Phoenix,274,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Burma,331,Tempe,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Burma,293,Tempe,2,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Burma,331,Tucson,14,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Burma,293,Tucson,12,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Burundi,2,Phoenix,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Burundi,12,Phoenix,5,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Burundi,2,Tucson,2,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Burundi,12,Tucson,7,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Central African Republic,18,Phoenix,14,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Central African Republic,40,Phoenix,27,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Central African Republic,18,Tucson,4,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Central African Republic,40,Tucson,13,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Chad,6,Phoenix,5,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Chad,2,Phoenix,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Chad,6,Tucson,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Chad,2,Tucson,2,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",China,0,Phoenix,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",China,2,Phoenix,2,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Colombia,0,Phoenix,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Colombia,8,Phoenix,4,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Colombia,0,Tucson,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Colombia,8,Tucson,4,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Congo,2,Tucson,2,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Congo,4,Tucson,4,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Cuba,47,Glendale,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Cuba,119,Glendale,16,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Cuba,47,Phoenix,37,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Cuba,119,Phoenix,48,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Cuba,47,Tucson,10,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Cuba,119,Tucson,55,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Dem. Rep. Congo,135,Glendale,8,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Dem. Rep. Congo,192,Glendale,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Dem. Rep. Congo,135,Phoenix,87,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Dem. Rep. Congo,192,Phoenix,109,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Dem. Rep. Congo,135,Tucson,40,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Dem. Rep. Congo,192,Tucson,83,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Eritrea,137,Laveen,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Eritrea,58,Laveen,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Eritrea,137,Phoenix,57,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Eritrea,58,Phoenix,34,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Eritrea,137,Tucson,79,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Eritrea,58,Tucson,24,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Ethiopia,34,Phoenix,25,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Ethiopia,23,Phoenix,13,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Ethiopia,34,Tolleson,3,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Ethiopia,23,Tolleson,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Ethiopia,34,Tucson,6,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Ethiopia,23,Tucson,10,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Guinea,1,Phoenix,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Guinea,0,Phoenix,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iran,80,Chandler,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iran,108,Chandler,2,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iran,80,Gilbert,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iran,108,Gilbert,10,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iran,80,Glendale,4,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iran,108,Glendale,3,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iran,80,Goodyear,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iran,108,Goodyear,1,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iran,80,Mesa,8,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iran,108,Mesa,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iran,80,Phoenix,58,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iran,108,Phoenix,74,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iran,80,Scottsdale,6,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iran,108,Scottsdale,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iran,80,Tempe,2,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iran,108,Tempe,8,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iran,80,Tucson,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iran,108,Tucson,10,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Avondale,8,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Avondale,5,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Chandler,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Chandler,23,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,El Mirage,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",El Mirage,7,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Gilbert,8,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Gilbert,22,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Glendale,120,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Glendale,134,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Goodyear,9,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Goodyear,6,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Mesa,17,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Mesa,22,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Oro Valley,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Oro Valley,5,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Peoria,30,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Peoria,34,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Phoenix,516,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Phoenix,578,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Queen Creek,4,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Queen Creek,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Scottsdale,15,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Scottsdale,18,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Surprise,11,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Surprise,1,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Tempe,20,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Tempe,10,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Tolleson,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Tolleson,4,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Tucson,107,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Tucson,157,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Vail,5,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Vail,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Iraq,880,Youngtown,10,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Iraq,"1,030",Youngtown,4,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Ivory Coast,5,Goodyear,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Ivory Coast,2,Goodyear,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Ivory Coast,5,Tucson,4,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Ivory Coast,2,Tucson,2,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Jordan,0,Phoenix,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Jordan,4,Phoenix,4,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686","Korea, North",4,Chandler,4,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756","Korea, North",1,Chandler,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686","Korea, North",4,Phoenix,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756","Korea, North",1,Phoenix,1,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Liberia,0,Tucson,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Liberia,1,Tucson,1,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Nepal,6,Phoenix,2,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Nepal,3,Phoenix,3,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Nepal,6,Tucson,4,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Nepal,3,Tucson,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Pakistan,0,Phoenix,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Pakistan,10,Phoenix,10,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Palestine,9,Phoenix,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Palestine,10,Phoenix,5,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Palestine,9,Tempe,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Palestine,10,Tempe,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Palestine,9,Tucson,8,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Palestine,10,Tucson,5,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Republic of South Sudan,0,Tucson,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Republic of South Sudan,1,Tucson,1,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Rwanda,19,Phoenix,4,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Rwanda,9,Phoenix,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Rwanda,19,Tucson,15,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Rwanda,9,Tucson,9,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Somalia,399,Glendale,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Somalia,522,Glendale,4,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Somalia,399,Mesa,5,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Somalia,522,Mesa,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Somalia,399,Phoenix,233,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Somalia,522,Phoenix,292,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Somalia,399,Tempe,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Somalia,522,Tempe,2,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Somalia,399,Tucson,160,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Somalia,522,Tucson,224,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",South Africa,1,Tucson,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",South Africa,0,Tucson,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Sri Lanka (Ceylon),2,Phoenix,2,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Sri Lanka (Ceylon),0,Phoenix,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Sudan,138,Glendale,1,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Sudan,95,Glendale,4,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Sudan,138,Phoenix,34,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Sudan,95,Phoenix,20,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Sudan,138,Tucson,103,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Sudan,95,Tucson,71,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Togo,2,Phoenix,2,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Togo,0,Phoenix,0,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Turkmenistan,0,Phoenix,0,"66,292"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2013,"2,756",Turkmenistan,2,Phoenix,2,"66,066"
From: 01 Jan 2012,To: 31 Dec 2013,Arizona,CY 2012,"2,686",Uzbekistan,58,Phoenix,58,"66,292"
