textbox9,textbox2,Textbox34,,,,,,,
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2002,31,Russia,5,Palmer,5,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2003,16,Russia,8,Palmer,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2002,31,Russia,5,Wasilla,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2003,16,Russia,8,Wasilla,5,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2002,31,Serbia,0,Anchorage,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2003,16,Serbia,4,Anchorage,4,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2002,31,Ukraine,13,Delta Junction,11,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2003,16,Ukraine,4,Delta Junction,4,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2002,31,Ukraine,13,Wasilla,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Alaska,CY 2003,16,Ukraine,4,Wasilla,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Afghanistan,198,Chandler,4,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Afghanistan,110,Chandler,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Afghanistan,198,Phoenix,142,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Afghanistan,110,Phoenix,85,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Afghanistan,198,Scottsdale,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Afghanistan,110,Scottsdale,4,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Afghanistan,198,Tucson,52,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Afghanistan,110,Tucson,21,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Angola,1,Phoenix,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Angola,2,Phoenix,2,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Azerbaijan,0,Phoenix,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Azerbaijan,6,Phoenix,2,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Azerbaijan,0,Tucson,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Azerbaijan,6,Tucson,4,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Belarus,2,Phoenix,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Belarus,3,Phoenix,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Belarus,2,Tucson,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Belarus,3,Tucson,2,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Bosnia and Herzegovina,76,Glendale,6,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Bosnia and Herzegovina,12,Glendale,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Bosnia and Herzegovina,76,Phoenix,44,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Bosnia and Herzegovina,12,Phoenix,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Bosnia and Herzegovina,76,Scottsdale,6,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Bosnia and Herzegovina,12,Scottsdale,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Bosnia and Herzegovina,76,Tempe,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Bosnia and Herzegovina,12,Tempe,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Bosnia and Herzegovina,76,Tucson,18,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Bosnia and Herzegovina,12,Tucson,11,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Burma,10,Peoria,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Burma,6,Peoria,6,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Burma,10,Phoenix,10,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Burma,6,Phoenix,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Burundi,13,Phoenix,12,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Burundi,3,Phoenix,3,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Burundi,13,Tucson,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Burundi,3,Tucson,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Cameroon,2,Phoenix,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Cameroon,0,Phoenix,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Colombia,2,Phoenix,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Colombia,15,Phoenix,15,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Congo,4,Phoenix,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Congo,4,Phoenix,3,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Congo,4,Tucson,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Congo,4,Tucson,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Croatia,19,Chandler,3,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Croatia,8,Chandler,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Croatia,19,Phoenix,7,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Croatia,8,Phoenix,8,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Croatia,19,Tucson,9,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Croatia,8,Tucson,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Cuba,62,Glendale,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Cuba,7,Glendale,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Cuba,62,Phoenix,61,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Cuba,7,Phoenix,6,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Dem. Rep. Congo,3,Glendale,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Dem. Rep. Congo,25,Glendale,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Dem. Rep. Congo,3,Phoenix,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Dem. Rep. Congo,25,Phoenix,25,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Equatorial Guinea,0,Phoenix,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Equatorial Guinea,1,Phoenix,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Ethiopia,21,Avondale,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Ethiopia,25,Avondale,5,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Ethiopia,21,Phoenix,16,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Ethiopia,25,Phoenix,20,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Ethiopia,21,Tucson,5,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Ethiopia,25,Tucson,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iran,41,Glendale,3,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iran,99,Glendale,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iran,41,Mesa,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iran,99,Mesa,6,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iran,41,Paradise Valley,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iran,99,Paradise Valley,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iran,41,Phoenix,24,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iran,99,Phoenix,42,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iran,41,Scottsdale,9,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iran,99,Scottsdale,16,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iran,41,Tempe,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iran,99,Tempe,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iran,41,Tucson,3,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iran,99,Tucson,34,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iraq,47,Glendale,6,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iraq,56,Glendale,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iraq,47,Mesa,5,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iraq,56,Mesa,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iraq,47,Phoenix,29,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iraq,56,Phoenix,45,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Iraq,47,Tucson,7,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Iraq,56,Tucson,10,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Kazakhstan,0,Phoenix,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Kazakhstan,2,Phoenix,2,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Lebanon,0,Tucson,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Lebanon,1,Tucson,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Liberia,12,Chandler,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Liberia,152,Chandler,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Liberia,12,Glendale,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Liberia,152,Glendale,3,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Liberia,12,Phoenix,12,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Liberia,152,Phoenix,103,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Liberia,12,Tucson,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Liberia,152,Tucson,45,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Moldova,0,Tucson,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Moldova,2,Tucson,2,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Nigeria,2,Phoenix,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Nigeria,9,Phoenix,5,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Nigeria,2,Tucson,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Nigeria,9,Tucson,4,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Russia,14,Phoenix,4,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Russia,6,Phoenix,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Russia,14,Scottsdale,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Russia,6,Scottsdale,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Russia,14,Tucson,10,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Russia,6,Tucson,5,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Rwanda,2,Glendale,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Rwanda,1,Glendale,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Rwanda,2,Phoenix,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Rwanda,1,Phoenix,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Serbia,233,Gilbert,4,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Serbia,133,Gilbert,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Serbia,233,Glendale,4,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Serbia,133,Glendale,6,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Serbia,233,Phoenix,184,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Serbia,133,Phoenix,123,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Serbia,233,Scottsdale,4,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Serbia,133,Scottsdale,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Serbia,233,Surprise,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Serbia,133,Surprise,4,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Serbia,233,Tucson,36,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Serbia,133,Tucson,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Serbia,233,Wickenburg,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Serbia,133,Wickenburg,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Sierra Leone,3,Phoenix,3,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Sierra Leone,12,Phoenix,12,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Somalia,3,Phoenix,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Somalia,157,Phoenix,62,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Somalia,3,Tempe,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Somalia,157,Tempe,9,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Somalia,3,Tucson,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Somalia,157,Tucson,86,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Sudan,85,Glendale,7,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Sudan,150,Glendale,5,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Sudan,85,Phoenix,62,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Sudan,150,Phoenix,104,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Sudan,85,Scottsdale,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Sudan,150,Scottsdale,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Sudan,85,Tucson,16,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Sudan,150,Tucson,40,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Syria,1,Glendale,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Syria,0,Glendale,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Tajikistan,0,Glendale,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Tajikistan,1,Glendale,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Togo,1,Phoenix,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Togo,9,Phoenix,9,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Ukraine,26,Phoenix,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Ukraine,10,Phoenix,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Ukraine,26,Tucson,25,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Ukraine,10,Tucson,10,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Uzbekistan,2,Phoenix,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Uzbekistan,0,Phoenix,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Vietnam,48,Chandler,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Vietnam,43,Chandler,2,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Vietnam,48,Phoenix,28,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Vietnam,43,Phoenix,40,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Vietnam,48,Tempe,8,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Vietnam,43,Tempe,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Vietnam,48,Tucson,12,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Vietnam,43,Tucson,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2002,934,Zambia,1,Glendale,1,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arizona,CY 2003,"1,070",Zambia,0,Glendale,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arkansas,CY 2002,0,Iran,0,Fayetteville,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arkansas,CY 2003,4,Iran,4,Fayetteville,3,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,Arkansas,CY 2002,0,Iran,0,Lowell,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,Arkansas,CY 2003,4,Iran,4,Lowell,1,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2002,"4,895",Afghanistan,201,Alameda,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2003,"4,606",Afghanistan,196,Alameda,10,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2002,"4,895",Afghanistan,201,Burbank,6,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2003,"4,606",Afghanistan,196,Burbank,10,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2002,"4,895",Afghanistan,201,Canoga Park,2,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2003,"4,606",Afghanistan,196,Canoga Park,0,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2002,"4,895",Afghanistan,201,Carona,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2003,"4,606",Afghanistan,196,Carona,4,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2002,"4,895",Afghanistan,201,Citrus Heights,0,"30,289"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2003,"4,606",Afghanistan,196,Citrus Heights,12,"32,226"
From: 01 Jan 2002,To: 31 Dec 2003,California,CY 2002,"4,895",Afghanistan,201,Concord,6,"30,289"
